TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-143,63rd/Ashland,2027,Current Obligations,Program administration,-78900,03/29/2006,12/31/2030
T-143,63rd/Ashland,2027,Revenue,Property tax,1082800,03/29/2006,12/31/2030
T-143,63rd/Ashland,2028,Current Obligations,Program administration,-85400,03/29/2006,12/31/2030
T-143,63rd/Ashland,2028,Revenue,Property tax,1191600,03/29/2006,12/31/2030
T-143,63rd/Ashland,2029,Current Obligations,Program administration,-85500,03/29/2006,12/31/2030
T-143,63rd/Ashland,2029,Revenue,Property tax,1191600,03/29/2006,12/31/2030
T-143,63rd/Ashland,2030,Current Obligations,Program administration,-85600,03/29/2006,12/31/2030
T-143,63rd/Ashland,2030,Revenue,Property tax,1191600,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,IGA - CPS - Earle,-96200,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,Lighting - West Englewood - Wolcott/Honore/Wood/Winchester,-106300,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,NIF,-340200,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,Purchase Rehab Program - SF,-1000000,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,SBIF,-477900,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,Sidewalk repairs - Damen/Hermitage/Honore/Marshfield/Paulina/Winchester/Wolcott/Wood - Ward 15,-147400,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,Urban agriculture sites in Englewood,-93600,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Current Obligations,Vision Zero - design,-9500,03/29/2006,12/31/2030
T-143,63rd/Ashland,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,4328700,03/29/2006,12/31/2030
T-144,Harrison/Central,2019,Current Obligations,"Lighting - Adams, Lotus to Central; Gladys, Laramie to Lotus",-41100,07/26/2006,12/31/2030
T-144,Harrison/Central,2019,Current Obligations,Program administration,-7600,07/26/2006,12/31/2030
T-144,Harrison/Central,2019,Revenue,Property tax,114600,07/26/2006,12/31/2030
T-144,Harrison/Central,2019,Transfers Between TIF Districts,From Madison/Austin (RDA - Loretto Hospital),144000,07/26/2006,12/31/2030
T-144,Harrison/Central,2019,Transfers Between TIF Districts,From Roosevelt/Cicero (RDA - Loretto Hospital),144000,07/26/2006,12/31/2030
T-144,Harrison/Central,2020,Current Obligations,Program administration,-7900,07/26/2006,12/31/2030
T-144,Harrison/Central,2020,Current Obligations,RDA - Loretto Hospital,-289600,07/26/2006,12/31/2030
T-144,Harrison/Central,2020,Proposed Projects,Fire station - Engine Co. 113 - repairs - boilers/windows/roof,-400000,07/26/2006,12/31/2030
T-144,Harrison/Central,2020,Proposed Projects,Polling Place ADA Upgrade - Senior Facility - 5071 W Congress Parkway,-120000,07/26/2006,12/31/2030
T-144,Harrison/Central,2020,Revenue,Property tax,114600,07/26/2006,12/31/2030
T-144,Harrison/Central,2020,Transfers Between TIF Districts,From Madison/Austin (RDA - Loretto Hospital),144800,07/26/2006,12/31/2030
T-144,Harrison/Central,2020,Transfers Between TIF Districts,From Roosevelt/Cicero (RDA - Loretto Hospital),144800,07/26/2006,12/31/2030
T-144,Harrison/Central,2021,Current Obligations,Program administration,-8200,07/26/2006,12/31/2030
T-144,Harrison/Central,2021,Revenue,Property tax,114600,07/26/2006,12/31/2030
T-144,Harrison/Central,2022,Current Obligations,Program administration,-10000,07/26/2006,12/31/2030
T-144,Harrison/Central,2022,Revenue,Property tax,198500,07/26/2006,12/31/2030
T-144,Harrison/Central,2023,Current Obligations,Program administration,-11500,07/26/2006,12/31/2030
T-144,Harrison/Central,2023,Revenue,Property tax,198500,07/26/2006,12/31/2030
T-144,Harrison/Central,2024,Current Obligations,Program administration,-14500,07/26/2006,12/31/2030
T-144,Harrison/Central,2024,Revenue,Property tax,198500,07/26/2006,12/31/2030
T-144,Harrison/Central,2025,Current Obligations,Program administration,-17300,07/26/2006,12/31/2030
T-144,Harrison/Central,2025,Revenue,Property tax,284900,07/26/2006,12/31/2030
T-144,Harrison/Central,2026,Current Obligations,Program administration,-24600,07/26/2006,12/31/2030
T-144,Harrison/Central,2026,Revenue,Property tax,284900,07/26/2006,12/31/2030
T-144,Harrison/Central,2027,Current Obligations,Program administration,-30200,07/26/2006,12/31/2030
T-144,Harrison/Central,2027,Revenue,Property tax,284900,07/26/2006,12/31/2030
T-144,Harrison/Central,2028,Current Obligations,Program administration,-35400,07/26/2006,12/31/2030
T-144,Harrison/Central,2028,Revenue,Property tax,373900,07/26/2006,12/31/2030
T-144,Harrison/Central,2029,Current Obligations,Program administration,-35500,07/26/2006,12/31/2030
T-144,Harrison/Central,2029,Revenue,Property tax,373900,07/26/2006,12/31/2030
T-144,Harrison/Central,2030,Current Obligations,Program administration,-35600,07/26/2006,12/31/2030
T-144,Harrison/Central,2030,Revenue,Property tax,373900,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-757400,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,Professional services,-9200,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,RDA - Loretto Hospital,-288000,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Current Obligations,Westside resurfacing program,-29600,07/26/2006,12/31/2030
T-144,Harrison/Central,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,1196500,07/26/2006,12/31/2030
T-145,73rd/University,2019,Current Obligations,Program administration,-8700,09/13/2006,12/31/2030
T-145,73rd/University,2019,Revenue,Property tax,476200,09/13/2006,12/31/2030
T-145,73rd/University,2019,Transfers Between TIF Districts,To 87th/Cottage Grove (Retail Thrive Zone),-750000,09/13/2006,12/31/2030
T-145,73rd/University,2020,Current Obligations,Program administration,-9000,09/13/2006,12/31/2030
T-145,73rd/University,2020,Revenue,Property tax,476200,09/13/2006,12/31/2030
T-145,73rd/University,2021,Current Obligations,Program administration,-9300,09/13/2006,12/31/2030
T-145,73rd/University,2021,Revenue,Property tax,476200,09/13/2006,12/31/2030
T-145,73rd/University,2022,Current Obligations,Program administration,-10300,09/13/2006,12/31/2030
T-145,73rd/University,2022,Revenue,Property tax,518900,09/13/2006,12/31/2030
T-145,73rd/University,2023,Current Obligations,Program administration,-11900,09/13/2006,12/31/2030
T-145,73rd/University,2023,Revenue,Property tax,518900,09/13/2006,12/31/2030
T-145,73rd/University,2024,Current Obligations,Program administration,-15100,09/13/2006,12/31/2030
T-145,73rd/University,2024,Revenue,Property tax,518900,09/13/2006,12/31/2030
T-145,73rd/University,2025,Current Obligations,Program administration,-16400,09/13/2006,12/31/2030
T-145,73rd/University,2025,Revenue,Property tax,562900,09/13/2006,12/31/2030
T-145,73rd/University,2026,Current Obligations,Program administration,-23300,09/13/2006,12/31/2030
T-145,73rd/University,2026,Revenue,Property tax,562900,09/13/2006,12/31/2030
T-145,73rd/University,2027,Current Obligations,Program administration,-28500,09/13/2006,12/31/2030
T-145,73rd/University,2027,Revenue,Property tax,562900,09/13/2006,12/31/2030
T-145,73rd/University,2028,Current Obligations,Program administration,-30900,09/13/2006,12/31/2030
T-145,73rd/University,2028,Revenue,Property tax,608100,09/13/2006,12/31/2030
T-145,73rd/University,2029,Current Obligations,Program administration,-31000,09/13/2006,12/31/2030
T-145,73rd/University,2029,Revenue,Property tax,608100,09/13/2006,12/31/2030
T-145,73rd/University,2030,Current Obligations,Program administration,-31100,09/13/2006,12/31/2030
T-145,73rd/University,2030,Revenue,Property tax,608100,09/13/2006,12/31/2030
T-145,73rd/University,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-160000,09/13/2006,12/31/2030
T-145,73rd/University,Fund / Project Balances,Current Obligations,RDA - Comer Youth Garden,-130600,09/13/2006,12/31/2030
T-145,73rd/University,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,1574100,09/13/2006,12/31/2030
T-146,Touhy/Western,2019,Current Obligations,"Lighting - Smart infrastructure - Touhy Ave, Western to Albany - Ward 50",-880000,09/13/2006,12/31/2030
T-146,Touhy/Western,2019,Current Obligations,MSAC - program costs,-200,09/13/2006,12/31/2030
T-146,Touhy/Western,2019,Current Obligations,MSAC Debt Service,-2641400,09/13/2006,12/31/2030
T-146,Touhy/Western,2019,Current Obligations,Program administration,-9200,09/13/2006,12/31/2030
T-146,Touhy/Western,2019,Revenue,Property tax,609300,09/13/2006,12/31/2030
T-146,Touhy/Western,2019,Transfers Between TIF Districts,From Devon/Western (MSAC DS - 2010 - West Ridge Elementary),1788900,09/13/2006,12/31/2030
T-146,Touhy/Western,2020,Current Obligations,MSAC Debt Service,-4237400,09/13/2006,12/31/2030
T-146,Touhy/Western,2020,Current Obligations,Program administration,-9500,09/13/2006,12/31/2030
T-146,Touhy/Western,2020,Revenue,Property tax,609300,09/13/2006,12/31/2030
T-146,Touhy/Western,2020,Transfers Between TIF Districts,From Devon/Western (MSAC DS - 2007 - West Ridge Elementary),1500000,09/13/2006,12/31/2030
T-146,Touhy/Western,2020,Transfers Between TIF Districts,From Devon/Western (MSAC DS - 2010 - West Ridge Elementary),1500000,09/13/2006,12/31/2030
T-146,Touhy/Western,2021,Current Obligations,IGA - CPS - Rogers Elementary,-1050000,09/13/2006,12/31/2030
T-146,Touhy/Western,2021,Current Obligations,MSAC Debt Service,-3456000,09/13/2006,12/31/2030
T-146,Touhy/Western,2021,Current Obligations,Program administration,-9900,09/13/2006,12/31/2030
T-146,Touhy/Western,2021,Revenue,Property tax,609300,09/13/2006,12/31/2030
T-146,Touhy/Western,2021,Transfers Between TIF Districts,From Devon/Western (CPS - Rogers ES),1050000,09/13/2006,12/31/2030
T-146,Touhy/Western,2021,Transfers Between TIF Districts,From Devon/Western (MSAC DS - 2007 - West Ridge Elementary),500000,09/13/2006,12/31/2030
T-146,Touhy/Western,2021,Transfers Between TIF Districts,From Devon/Western (MSAC DS - 2010 - West Ridge Elementary),2750000,09/13/2006,12/31/2030
T-146,Touhy/Western,2022,Current Obligations,MSAC Debt Service,-2047200,09/13/2006,12/31/2030
T-146,Touhy/Western,2022,Current Obligations,Program administration,-11500,09/13/2006,12/31/2030
T-146,Touhy/Western,2022,Revenue,Property tax,689700,09/13/2006,12/31/2030
T-146,Touhy/Western,2022,Transfers Between TIF Districts,From Devon/Western (MSAC DS - 2010 - West Ridge Elementary),1700000,09/13/2006,12/31/2030
T-146,Touhy/Western,2023,Current Obligations,MSAC Debt Service,-3619800,09/13/2006,12/31/2030
T-146,Touhy/Western,2023,Current Obligations,Program administration,-13100,09/13/2006,12/31/2030
T-146,Touhy/Western,2023,Revenue,Property tax,689700,09/13/2006,12/31/2030
T-146,Touhy/Western,2023,Transfers Between TIF Districts,From Devon/Western (MSAC DS - 2007 - West Ridge Elementary),1750000,09/13/2006,12/31/2030
T-146,Touhy/Western,2024,Current Obligations,MSAC Debt Service,-3178600,09/13/2006,12/31/2030
T-146,Touhy/Western,2024,Current Obligations,Program administration,-16500,09/13/2006,12/31/2030
T-146,Touhy/Western,2024,Revenue,Property tax,689700,09/13/2006,12/31/2030
T-146,Touhy/Western,2025,Current Obligations,Program administration,-18900,09/13/2006,12/31/2030
T-146,Touhy/Western,2025,Revenue,Property tax,772500,09/13/2006,12/31/2030
T-146,Touhy/Western,2026,Current Obligations,Program administration,-26600,09/13/2006,12/31/2030
T-146,Touhy/Western,2026,Revenue,Property tax,772500,09/13/2006,12/31/2030
T-146,Touhy/Western,2027,Current Obligations,Program administration,-32500,09/13/2006,12/31/2030
T-146,Touhy/Western,2027,Revenue,Property tax,772500,09/13/2006,12/31/2030
T-146,Touhy/Western,2028,Current Obligations,Program administration,-36800,09/13/2006,12/31/2030
T-146,Touhy/Western,2028,Revenue,Property tax,857800,09/13/2006,12/31/2030
T-146,Touhy/Western,2029,Current Obligations,MSAC Debt Service,-895200,09/13/2006,12/31/2030
T-146,Touhy/Western,2029,Current Obligations,Program administration,-37000,09/13/2006,12/31/2030
T-146,Touhy/Western,2029,Revenue,Property tax,857800,09/13/2006,12/31/2030
T-146,Touhy/Western,2030,Current Obligations,Program administration,-37100,09/13/2006,12/31/2030
T-146,Touhy/Western,2030,Revenue,Property tax,857800,09/13/2006,12/31/2030
T-146,Touhy/Western,Fund / Project Balances,Current Obligations,MSAC - program costs,-1200,09/13/2006,12/31/2030
T-146,Touhy/Western,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,3716900,09/13/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,ADA ramps - 2008,27800,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,ADA ramps - 2009,285800,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,ADA ramps - Wacker,21000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,Bridge - Jackson St - Design/Environmental,-3500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,Bridge - Randolph St - dolphin repairs,-750000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,Bridge - Washington St - Design/Environmental,-4750000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,Bridge - Washington St Bascule - structural / mechancial repairs,-1200000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,Bridge repairs - Lake St,-5000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,Program administration,-923600,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Current Obligations,RDA - United Air Lines,-5891500,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Fund Balance,Surplus TIF Funds - 2019,-46443000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Proposed Projects,Bus Lane Repair - 360 W Madison St,-150000,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Transfers Between TIF Districts,From Randolph/Wells (RDA - Randolph Tower),639400,11/15/2006,12/31/2030
T-147,LaSalle Central,2019,Transfers Between TIF Districts,To Canal/Congress (Viaduct improvements),-2575200,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,ADA ramps - Wacker,44900,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,City Hall improvements,-15000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,IGA - CTA - Blue Line - tunnel improvements,-1500000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,IGA - CTA - Dearborn Subway - emergency lighting electrical feed,-528000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,IGA - CTA - Dearborn Subway - LED lighting,-325000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,IGA - CTA - Lake Street Bridge - trackwork improvements,-2800000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2150000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,Program administration,-953700,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Current Obligations,RDA - Riverside Park II,-3948400,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Fund Balance,Surplus TIF Funds - 2020,-100000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Proposed Projects,City facility rehab,-25000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Proposed Projects,Proposed transit project #1,-12000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Proposed Projects,River Walk South - design,-2040000,11/15/2006,12/31/2030
T-147,LaSalle Central,2020,Revenue,Property tax,99917300,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,Bridge - Lake St bridge - reconstruction,-25000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,City Hall improvements,-15200000,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,IGA - CTA - Lake Street Bridge - trackwork improvements,-2800000,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,"IGA - CTA - vent shaft grate improvements - Dearborn St, Arcade Place to Marble Place",-1230000,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2150000,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,Program administration,-996600,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,RDA - JMC Steel Group,-504300,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Current Obligations,RDA - Riverside Park II,-4075700,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Proposed Projects,Wells St improvements - street/sidewalk/vaulted sidewalk,-5000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2021,Revenue,Property tax,99917300,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,Bridge - Lake St bridge - reconstruction,-30000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,Bridge - Washington St - Construction,-25000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,IGA - CTA - Lake Street Bridge - trackwork improvements,-1400000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,Program administration,-1126500,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Current Obligations,RDA - Riverside Park II,-4040700,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Proposed Projects,Proposed transit project #1,-12400000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Proposed Projects,Wells St improvements - street/sidewalk/vaulted sidewalk,-10000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2022,Revenue,Property tax,107144200,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,Bridge - Jackson St - Construction,-33000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,Bridge - Lake St bridge - reconstruction,-8250000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,Bridge - Washington St - Construction,-52000000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,Program administration,-1352100,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Current Obligations,RDA - Riverside Park II,-22231800,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Proposed Projects,Proposed transit project #1,-12400000,11/15/2006,12/31/2030
T-147,LaSalle Central,2023,Revenue,Property tax,107144200,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Current Obligations,Program administration,-1825900,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Proposed Projects,Proposed transit project #1,-12400000,11/15/2006,12/31/2030
T-147,LaSalle Central,2024,Revenue,Property tax,107144200,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Current Obligations,Program administration,-2009500,11/15/2006,12/31/2030
T-147,LaSalle Central,2025,Revenue,Property tax,118340200,11/15/2006,12/31/2030
T-147,LaSalle Central,2026,Current Obligations,Program administration,-3036000,11/15/2006,12/31/2030
T-147,LaSalle Central,2026,Revenue,Property tax,118340200,11/15/2006,12/31/2030
T-147,LaSalle Central,2027,Current Obligations,Program administration,-3815100,11/15/2006,12/31/2030
T-147,LaSalle Central,2027,Revenue,Property tax,118340200,11/15/2006,12/31/2030
T-147,LaSalle Central,2028,Current Obligations,Program administration,-4145500,11/15/2006,12/31/2030
T-147,LaSalle Central,2028,Revenue,Property tax,129872100,11/15/2006,12/31/2030
T-147,LaSalle Central,2029,Current Obligations,Program administration,-4146300,11/15/2006,12/31/2030
T-147,LaSalle Central,2029,Revenue,Property tax,129872100,11/15/2006,12/31/2030
T-147,LaSalle Central,2030,Current Obligations,Program administration,-4147200,11/15/2006,12/31/2030
T-147,LaSalle Central,2030,Revenue,Property tax,129872100,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Accessible pedistrian signals - multiple locations,-55500,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,ADA ramps - 2008,-52800,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,ADA ramps - 2009,-285800,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,ADA ramps - Wacker,-66000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Bridge house repairs - Jackson Blvd,-33100,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Bridge reconstruction - Lake St bridge - engineering,-4750000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Bridge repairs - Lake St,-3518400,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Bus Rapid Transit,-49900,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,City Hall - Council Chambers ADA ramp,-9400,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,City Hall - elevator shafts & façade,-2461000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,City Hall - façade/structural repairs,-37000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,City Hall - foundation repairs,-104700,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,City Hall - sprinkler/chiller/security/steam pipes/courtyard roof,-5073400,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,IGA - CTA - Quincy/Wells Station - station improvements,-1298500,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Professional services,-14400,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,RDA - NAVTEQ,-500000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,RDA - Riverside Park II,-1800000,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Riverfront Trail - South Branch - implementation plan,-164100,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,Viaduct - utility relocation - Wacker Dr,-90600,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Current Obligations,West Loop on-call traffic analysis and design services,-32800,11/15/2006,12/31/2030
T-147,LaSalle Central,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,73544300,11/15/2006,12/31/2030
T-148,Harlem Industrial Park Conservation Area,2019,Current Obligations,Program administration,-2700,03/14/2007,12/31/2031
T-148,Harlem Industrial Park Conservation Area,Fund / Project Balances,Current Obligations,SBIF,-360900,03/14/2007,12/31/2031
T-148,Harlem Industrial Park Conservation Area,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,429900,03/14/2007,12/31/2031
T-149,Stevenson/Brighton,2019,Current Obligations,IGA - CPD - headquarters - acquisition,-5000000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2019,Current Obligations,IGA - CPS - Brighton Pk II,-2350000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1500000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2019,Current Obligations,Program administration,-59800,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2019,Revenue,Property tax,4721700,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2019,Transfers Between TIF Districts,From Midway Ind. Corr. (Park District headquarters),4500000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2019,Transfers Between TIF Districts,To Little Village (Lighting),-570000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Current Obligations,IGA - CPD - headquarters - acquisition,-3650000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Current Obligations,IGA - CPS - Brighton Pk II,-1800000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Current Obligations,Program administration,-61700,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Current Obligations,RDA - Pulaski Promenade,-929300,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Proposed Projects,Proposed park project #1,-125000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Proposed Projects,Traffic signal - 47th and Francisco Ave,-350000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Proposed Transfers,To Little Village (Park facility),-125000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Proposed Transfers,To Little Village (Proposed park/open space projects),-850000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Revenue,Property tax,4721700,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2020,Transfers Between TIF Districts,From Midway Ind. Corr. (Park District headquarters),2000000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2021,Current Obligations,IGA - CPS - Brighton Pk II,-1775000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2021,Current Obligations,Program administration,-64400,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2021,Current Obligations,RDA - Pulaski Promenade,-929300,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2021,Revenue,Property tax,4721700,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2022,Current Obligations,IGA - CPS - Brighton Pk II,-2100000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2022,Current Obligations,Program administration,-70900,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2022,Current Obligations,RDA - Pulaski Promenade,-929300,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2022,Revenue,Property tax,5052000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2023,Current Obligations,IGA - CPS - Brighton Pk II,-2125000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2023,Current Obligations,Program administration,-84600,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2023,Current Obligations,RDA - Pulaski Promenade,-929300,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2023,Revenue,Property tax,5052000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2024,Current Obligations,IGA - CPS - Brighton Pk II,-2225000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2024,Current Obligations,Program administration,-113400,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2024,Current Obligations,RDA - Pulaski Promenade,-929300,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2024,Revenue,Property tax,5052000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2025,Current Obligations,IGA - CPS - Brighton Pk II,-2500000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2025,Current Obligations,Program administration,-122000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2025,Current Obligations,RDA - Pulaski Promenade,-929300,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2025,Revenue,Property tax,5392200,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2026,Current Obligations,IGA - CPS - Brighton Pk II,-2807200,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2026,Current Obligations,Program administration,-183000,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2026,Current Obligations,RDA - Pulaski Promenade,-929300,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2026,Revenue,Property tax,5392200,04/11/2007,12/31/2031
T-149,Stevenson/Brighton,2027,Current Obligations,Program administration,-229200,04/11/2007,12/31/2031
