TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-100,Ohio/Wabash,2023,Revenue,Property tax,1951800,06/07/2000,12/31/2024
T-100,Ohio/Wabash,2023,Current Obligations,RDA - Medinah Temple,-1933800,06/07/2000,12/31/2024
T-100,Ohio/Wabash,2024,Revenue,Property tax,1951800,06/07/2000,12/31/2024
T-100,Ohio/Wabash,2024,Current Obligations,RDA - Medinah Temple,-1972500,06/07/2000,12/31/2024
T-100,Ohio/Wabash,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,2205800,06/07/2000,12/31/2024
T-100,Ohio/Wabash,Fund / Project Balances,Current Obligations,RDA - Medinah Temple,-2160500,06/07/2000,12/31/2024
T-090,Peterson/Cicero,2022,Current Obligations,Program Administration,-10600,02/16/2000,12/31/2022
T-090,Peterson/Cicero,2022,Revenue,Property tax,675100,02/16/2000,12/31/2022
T-090,Peterson/Cicero,2022,Revenue,Property Tax - 2022 - Collection Variance,-238700,02/16/2000,12/31/2022
T-090,Peterson/Cicero,2022,Fund Balance,Surplus TIF Funds - 2022,-1326700,02/16/2000,12/31/2022
T-090,Peterson/Cicero,2022,Fund Balance,Surplus TIF Funds - 2023,-586700,02/16/2000,12/31/2022
T-090,Peterson/Cicero,Fund / Project Balances,Current Obligations,CDOT - Cicero Peterson festoon lighting,-41300,02/16/2000,12/31/2022
T-090,Peterson/Cicero,Fund / Project Balances,Current Obligations,CDOT - Sauganash Gateway Identifier,-579800,02/16/2000,12/31/2022
T-090,Peterson/Cicero,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,2108700,02/16/2000,12/31/2022
T-091,Peterson/Pulaski,2022,Current Obligations,CDOT - Lighting - Decorative Pole Replacement,-140000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2022,Current Obligations,"CDOT - Streetscape - Pulaski Rd, Rosemont Ave to Devon Ave - Ward 39 - Additional Funding",-5000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2022,Current Obligations,Program Administration,-16100,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2022,Revenue,Property tax,1797800,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2022,Revenue,Property Tax - 2022 - Collection Variance,-217600,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2022,Current Obligations,SBIF,-500000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2022,Fund Balance,Surplus TIF Funds - 2022,-380000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2022,Current Obligations,TIF Works,468400,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2023,Current Obligations,"CDOT - Lighting & pedestrian signals - Peterson, Rogers to Pulaski",5000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2023,Current Obligations,CDOT - Sidewalk/curb - on Bryn Mawr,18000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2023,Current Obligations,Program Administration,-16500,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2023,Revenue,Property tax,1797800,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2023,Current Obligations,SBIF,-1000000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2023,Fund Balance,Surplus TIF Funds - 2023,-2016000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2024,Current Obligations,Program Administration,-17000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,2024,Revenue,Property tax,1797800,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,CDOT - Infra-Structure Improvements - Street/Sidewalk/Curb - 5830-6000 N Rogers Ave; 5600 N Tripp Ave; 4000 W Virginia Ave,-805700,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,CDOT - Lighting - Keystone/Glenlake/Stevens - Ward 39,-66600,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-19000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,CDOT - Sidewalk/curb - on Bryn Mawr,-18000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,"CDOT - Street median, Devon, Pulaski Rd to Springfield Ave - Ward 39",-6000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Pulaski Rd, Rosemont Ave to Devon Ave - Ward 39",-1043800,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,5854000,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,RDA - Centerpoint (Beltone),-60400,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,SBIF,-600300,02/16/2000,12/31/2024
T-091,Peterson/Pulaski,Fund / Project Balances,Current Obligations,TIF Works,-468400,02/16/2000,12/31/2024
T-053,Pilsen Industrial Corridor,2022,Current Obligations,Acquisition/Development Framework Plan - 830-902 W 18th St,-800000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,Bond - Trustee Fees - 2022,-6000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,CDOT - Bridge - Canal St Bascule - 2021 S Canal St - structural repairs and sidewalk replacement,-2400000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,CDOT - Bridge - Structural Rehab - 3100 S Western Ave,-1020000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,Debt service - Series 2014 - Pilsen Ind Corr,-7877100,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,DPD - 1600-1800 S Peoria St - Acquisition,-12150000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,DPD - Sangamon Paseo - Acquisition - Railroad Parcel,-5000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,DPD - TIF Plan Amendment - 12-Year Extension - Pilsen,-1750000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,Program Administration,-279300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Revenue,Property tax,32514500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Revenue,Property Tax - 2022 - Collection Variance,-7910600,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2022,Current Obligations,TIF Works,430400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,Acquisition/Development Framework Plan - 830-902 W 18th St,-3600000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,AIS - DSS - Facility Relocation - 1628 S Stewart (18th St Clark Relocation) - Additional Funding,-6000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Proposed Projects,CDOT - Bridge - Halsted St Bridge,-16500000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,CDOT - Street improvements - 25th & Damen,52300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Proposed Projects,"CDOT - Street Resurfacing - Hoyne Ave, S Blue Island to Dead End - 2432-2700 S Hoyne Ave",-2250000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,DPD - Pilsen development - legal fees,-200000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,DPD - Professional services,15600,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,DPD - Study - SW Industrial Corridors - Transportation/Distribution/Logistics Uses,-53800,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,"IGA - CPS - Building Automation System (""BAS"") - Pilsen Industrial TIF",-431000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,IGA - CPS - Juarez HS - Locker Rooms,-2100000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,IGA - CPS - Perez - windows/envelope,-1000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,IGA - CPS - Ruiz - mechanical,-3800000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,IGA - CPS - Walsh - masonry/roof/envelope,-3500000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,IGA - CPS - Whittier E.S. - chimney reduction,-750000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Proposed Projects,Lighting - Supplemental Request,-1000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,Program Administration,-287700,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Revenue,Property tax,32514500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Proposed Projects,Proposed Redevelopment Project #1,-4000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,RDA - Target - 33rd/Damen,-554200,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2023,Current Obligations,SBIF,-2000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2024,Proposed Projects,CDOT - Bridge - Halsted St Bridge,-16500000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2024,Proposed Projects,CDOT - Bridge - Western Ave / Sanitary Ship Canal - Replacement - $25mm,-6250000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2024,Current Obligations,Program Administration,-296300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2024,Revenue,Property tax,32514500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2024,Proposed Projects,Proposed Redevelopment Project #1,-8000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2024,Current Obligations,SBIF,-500000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2025,Proposed Projects,CDOT - Bridge - Western Ave / Sanitary Ship Canal - Replacement - $25mm,-12500000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2025,Current Obligations,Program Administration,-305200,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2025,Revenue,Property tax,33708300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2025,Proposed Projects,Proposed Redevelopment Project #1,-12000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2026,Proposed Projects,CDOT - Bridge - Western Ave / Sanitary Ship Canal - Replacement - $25mm,-6250000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2026,Current Obligations,Program Administration,-314400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2026,Revenue,Property tax,33708300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2026,Proposed Projects,Proposed Redevelopment Project #1,-8000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2027,Current Obligations,Program Administration,-323800,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2027,Revenue,Property tax,33708300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2027,Proposed Projects,Proposed Redevelopment Project #1,-8000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2028,Current Obligations,Program Administration,-333500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2028,Revenue,Property tax,34938000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2028,Proposed Projects,Proposed Redevelopment Project #1,-4000000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2029,Current Obligations,Program Administration,-343500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2029,Revenue,Property tax,34938000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2030,Current Obligations,Program Administration,-353900,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2030,Revenue,Property tax,34938000,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2031,Current Obligations,Program Administration,-364500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2031,Revenue,Property tax,36205400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2032,Current Obligations,Program Administration,-375400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2032,Revenue,Property tax,36205400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2033,Current Obligations,Program Administration,-386700,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2033,Revenue,Property tax,36205400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2034,Current Obligations,Program Administration,-398300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,2034,Revenue,Property tax,37510900,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - ACC - Lee Animal Care & Control,-2230100,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"AIS - DSS  - Forestry/Rodent HQ - 2352 S Ashland - life/safety, MEP, interior & exterior renovations",-870200,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - DSS - Facility Relocation - 1628 S Stewart (18th St Clark Relocation) - Acquisition,-172500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - DSS - Facility Relocation - 1628 S Stewart (18th St Clark Relocation) - New Construction,-9448900,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - Environmental assessment/remediation,-7700,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Arterial resurfacing - 2020,-47700,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bike Lanes - Protected,-71100,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Cermak Rd Bascule - 501 W Cermak - sidewalk replacement,-2316800,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Halsted St bridge - replacement - design/environmental,-3163800,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Loomis St - repairs,-1247700,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Structural Rehab - 3100 S Western Ave,-4000000,06/10/1998,12/31/2034
T-083,West Irving Park,2022,Revenue,Property tax,2012800,01/12/2000,12/31/2024
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-278600,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-1932400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Lighting/Street Improvements - Sangamon Paseo area,-730500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Street improvements - 25th & Damen,-52300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Blue Island, 19th to 21st",-543200,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Blue Island, Wolcott to Western",-107800,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Cermak, Halsted to Ashland; Blue Island, Ashland to Wolcott",-72900,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Viaduct - closure - 2401 Archer and 2332 Archer,-99200,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Viaduct - Improvement - Normal, Archer to Grove",-201800,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,DPD - Pre-Acquisition Costs,-2600,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,DPD - Professional services,-15600,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,DPD - Study - Pilsen-Little Village Industrial Modernization Study,-539100,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,62138400,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,IGA - CPD - Dvorak Park,-458500,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,RDA - Target - 33rd/Damen,-567800,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Sangamon Paseo,-1821300,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,SBIF,-1384600,06/10/1998,12/31/2034
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,TIF Works,-430400,06/10/1998,12/31/2034
T-058,Portage Park,2022,Current Obligations,Program Administration,-49500,09/09/1998,12/31/2022
T-058,Portage Park,2022,Revenue,Property tax,4859200,09/09/1998,12/31/2022
T-058,Portage Park,2022,Revenue,Property Tax - 2022 - Collection Variance,-870300,09/09/1998,12/31/2022
T-058,Portage Park,2022,Current Obligations,SBIF,-1000000,09/09/1998,12/31/2022
T-058,Portage Park,2022,Fund Balance,Surplus TIF Funds - 2023,-3609300,09/09/1998,12/31/2022
T-058,Portage Park,2022,Transfers Between TIF Districts,To Jefferson Park (CPD - Jefferson Park),-500000,09/09/1998,12/31/2022
T-058,Portage Park,2022,Transfers Between TIF Districts,To Jefferson Park (Street improvements),-1635000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - ADA Polling Place - Kilbourn Park,-69000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - Curb Bump Outs - 3696 N Milwaukee Ave,-95000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - Cuyler Milwaukee Plaza,-1050000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - Infrastructure improvements - Six Corners,-1362600,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - Infrastructure improvements - Six Corners - lighting,-536100,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-312100,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - Street/Gutter/Sidewalk/Lighting - 4900-5099 W Hutchinson,-328300,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,"CDOT - Traffic Signal - Addison, Kilbourn/Kilpatrick",-1200,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,DPD - Professional services,-1900,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,11220100,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,IGA - CPS - Schurz HS - athletic field,-839300,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,SBIF,-1729700,09/09/1998,12/31/2022
T-135,Pratt/Ridge Industrial Park Conservation Area,2022,Current Obligations,Program Administration,-8900,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2022,Revenue,Property tax,1029200,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2022,Revenue,Property Tax - 2022 - Collection Variance,10400,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2023,Current Obligations,Program Administration,-9100,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2023,Revenue,Property tax,1029200,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2023,Current Obligations,RDA - S&C Electric,-4000000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Current Obligations,Program Administration,-9400,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Revenue,Property tax,1029200,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Current Obligations,RDA - S&C Electric,-370600,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2025,Current Obligations,Program Administration,-9700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2025,Revenue,Property tax,1092700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2025,Current Obligations,RDA - S&C Electric,-378000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Current Obligations,Program Administration,-10000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Revenue,Property tax,1092700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Current Obligations,RDA - S&C Electric,-385500,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2027,Current Obligations,Program Administration,-10300,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2027,Revenue,Property tax,1092700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2027,Current Obligations,RDA - S&C Electric,-393300,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2028,Current Obligations,Program Administration,-10600,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2028,Revenue,Property tax,1158100,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2028,Current Obligations,RDA - S&C Electric,-810200,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,3478300,06/23/2004,12/31/2028
T-069,Pulaski Corridor,2022,Current Obligations,AIS - IEPA UST Incident Closure,-25000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2022,Current Obligations,DPD - Magid Glove site - acquisition/demolition,-900000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2022,Current Obligations,Program Administration,-77000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2022,Revenue,Property tax,8753400,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2022,Revenue,Property Tax - 2022 - Collection Variance,-1640500,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2022,Current Obligations,SBIF,-1000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2022,Current Obligations,TIF Works,305900,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Current Obligations,DPD - ISW - Pioneer Bank Project - Commercial - Corridor 01,-6500000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Current Obligations,DPD - Magid Glove site - acquisition/demolition,-5175000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Transfers Between TIF Districts,From Humboldt Park (Invest South West Program),3000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Current Obligations,IGA - CPS - Marine Leadership at Ames E.S. - 1920 N Hamlin Ave - BAS,-186000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Current Obligations,ISW - Admin,-11700,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Current Obligations,Program Administration,-79300,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Revenue,Property tax,8753400,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Proposed Projects,Proposed ISW Project(s),-1179800,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Current Obligations,RDA - Latin United Community Housing Housing Association (LUCHA) - HQ - 4054 W North Ave - Phase 1,-330000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2023,Current Obligations,RDA - Magid Glove site - Development - Phase 1 - Encuentro Square,-6000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Current Obligations,DPD - ISW - Pioneer Bank Project - Commercial - Corridor 01,-6500000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Proposed Projects,DPD - RDA - ISW - Pioneer Bank Project - Residential - Corridor 01,-8500000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Transfers Between TIF Districts,From Humboldt Park (Invest South West Program),6000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Current Obligations,Program Administration,-81700,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Revenue,Property tax,8753400,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Proposed Projects,Proposed ISW Project(s),-1600000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Current Obligations,RDA - Latin United Community Housing Housing Association (LUCHA) - HQ - 4054 W North Ave - Phase 1,-660000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2024,Current Obligations,RDA - Magid Glove site - Development - Phase 1 - Encuentro Square,-3000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2025,Proposed Projects,DPD - RDA - ISW - Pioneer Bank Project - Residential - Corridor 01,-8500000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2025,Transfers Between TIF Districts,From Humboldt Park (Invest South West Program),3000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2025,Current Obligations,Program Administration,-84200,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2025,Revenue,Property tax,9177700,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2025,Proposed Projects,Proposed ISW Project(s),-3200000,06/09/1999,12/31/2035
T-065,Woodlawn,2027,Revenue,Property tax,5648000,01/20/1999,12/31/2035
T-069,Pulaski Corridor,2025,Proposed Projects,Proposed Redevelopment Project #1,-3000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2026,Current Obligations,Program Administration,-86700,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2026,Revenue,Property tax,9177700,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2026,Proposed Projects,Proposed ISW Project(s),-3200000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2026,Proposed Projects,Proposed Redevelopment Project #1,-6000000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2027,Current Obligations,Program Administration,-89300,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2027,Revenue,Property tax,9177700,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2027,Proposed Projects,Proposed ISW Project(s),-1600000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2028,Current Obligations,Program Administration,-92000,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2028,Revenue,Property tax,9614800,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2029,Current Obligations,Program Administration,-94700,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2029,Revenue,Property tax,9614800,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2030,Current Obligations,Program Administration,-97600,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2030,Revenue,Property tax,9614800,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2031,Current Obligations,Program Administration,-100500,06/09/1999,12/31/2035
T-069,Pulaski Corridor,2031,Revenue,Property tax,10064900,06/09/1999,12/31/2035
