TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - DSS - Facility Relocation - 1635 S Canal St (18th St Clark Relocation) - Acquisition,-1794400,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,AIS - DSS - Facility Relocation - 1635 S Canal St (18th St Clark Relocation) - New Construction,-5000000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Alley reconstruction - 925 W 18th St,-117300,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Loomis, Eleanor to Blue Island",-390900,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Bike lanes - protected,-191100,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Bike lanes - Protected Bikeways Program,-67000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Arterial resurfacing - 2020,-185000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Cermak Rd Bascule - 501 W Cermak - sidewalk replacement,-2618700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Halsted St bridge - replacement - design/environmental,-3441800,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Loomis St - repairs,-1272500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Structural Rehab - 3100 S Western Ave,-4000000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Bridge - Western Ave - repairs,-19000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - EPA Remediation - Resurfacing - 21st & Loomis,-158900,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-280000,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Blue Island, 19th to 21st",-654900,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Blue Island, Wolcott to Western",-648700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Cermak, Halsted to Ashland; Blue Island, Ashland to Wolcott",-72900,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"DSS - Forestry/Rodent HQ - 2352 S Ashland - life/safety, MEP, interior & exterior renovations",-1952700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,DSS - Ward Yard - Improvements,-41600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Environmental assessment/remediation,-7700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,46330500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,IGA - CPD - Dvorak Park,-458500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Lee Animal Care & Control,-2230100,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1960600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Pilsen-Little Village Industrial Modernization Study,-646300,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Pre-acquisition costs,-2600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Professional services,-15600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,RDA - Target - 33rd/Damen,-541700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Sangamon Paseo,-965800,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Sangamon Paseo - lighting/street improvements,-730500,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Sangamon Paseo - Phase I - engineering,-901800,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,SBIF,-504100,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Street improvements - 25th & Damen,-52300,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Street resurfacing - 2200 S Ford Ave,-89600,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,TIF Works,-430400,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Traffic signal - Leavitt & Blue Island,-27700,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,Viaduct - closure - 2401 Archer and 2332 Archer,-114200,06/10/1998,12/31/2022
T-053,Pilsen Industrial Corridor,Fund / Project Balances,Current Obligations,"Viaduct Improvements - Normal, Archer to Grove",-342600,06/10/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,CDOT - Curb Bump Outs - 3696 N Milwaukee Ave,-100000,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,CDOT - Street/Gutter/Sidewalk/Lighting - 4900-5099 W Hutchinson,-400000,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,Industrial Corridor / PMD study,2700,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,Pedestrian refuge island - 3832 N Cicero,32900,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,Program Administration,-48100,09/09/1998,12/31/2022
T-058,Portage Park,2021,Revenue,Property tax,3935500,09/09/1998,12/31/2022
T-058,Portage Park,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-295200,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,SBIF,-1000000,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,Street improvements - Six Corners,5100,09/09/1998,12/31/2022
T-058,Portage Park,2021,Fund Balance,Surplus TIF Funds - 2021,-3758500,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,TIF Works,125300,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,"Traffic signal - Addison, Kilbourn/Kilpatrick",10800,09/09/1998,12/31/2022
T-058,Portage Park,2022,Proposed Projects,ADA Polling Place,-98800,09/09/1998,12/31/2022
T-058,Portage Park,2022,Current Obligations,CDOT - Kilbourn Park - ADA Polling Place,-69000,09/09/1998,12/31/2022
T-058,Portage Park,2022,Current Obligations,DPD - Study - Milwaukee Ave Equitable Growth Plan,-156000,09/09/1998,12/31/2022
T-058,Portage Park,2022,Current Obligations,IGA - CPS - Schurz H.S. - 3601 N Milwauke Ave - BAS,-172000,09/09/1998,12/31/2022
T-058,Portage Park,2022,Current Obligations,Program Administration,-49500,09/09/1998,12/31/2022
T-058,Portage Park,2022,Revenue,Property tax,4165900,09/09/1998,12/31/2022
T-058,Portage Park,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-208300,09/09/1998,12/31/2022
T-058,Portage Park,2022,Current Obligations,SBIF,-1000000,09/09/1998,12/31/2022
T-058,Portage Park,2022,Transfers Between TIF Districts,To Jefferson Park (CPD - Jefferson Park),-500000,09/09/1998,12/31/2022
T-058,Portage Park,2022,Transfers Between TIF Districts,To Jefferson Park (Street improvements),-1635000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,CDOT - Street/Gutter/Sidewalk/Lighting - 4900-5099 W Hutchinson,-70000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Cuyler Milwaukee Plaza,-1050000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,10719600,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,IGA - CPS - Schurz HS - athletic field,-839300,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-2700,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Infrastructure improvements - Six Corners,-1658000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Infrastructure improvements - Six Corners - lighting,-600000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-360200,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Pedestrian refuge island - 3832 N Cicero,-32900,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Professional Services - 24th Year Extension,-1900,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,SBIF,-741800,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Street improvements - Six Corners,-5100,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,TIF Works,-125300,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,"Traffic signal - Addison, Kilbourn/Kilpatrick",-10800,09/09/1998,12/31/2022
T-135,Pratt/Ridge Industrial Park Conservation Area,2021,Current Obligations,Program Administration,-8600,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2021,Revenue,Property tax,613000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-46000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2022,Current Obligations,Program Administration,-8900,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2022,Revenue,Property tax,665100,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-33300,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2022,Current Obligations,RDA - S&C Electric,-3500000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2023,Current Obligations,Program Administration,-9100,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2023,Revenue,Property tax,665100,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2023,Current Obligations,RDA - S&C Electric,-363300,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Current Obligations,Program Administration,-9400,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Revenue,Property tax,665100,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2024,Current Obligations,RDA - S&C Electric,-370600,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2025,Current Obligations,Program Administration,-9700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2025,Revenue,Property tax,718700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2025,Current Obligations,RDA - S&C Electric,-378000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Current Obligations,Program Administration,-10000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Revenue,Property tax,718700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2026,Current Obligations,RDA - S&C Electric,-385500,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2027,Current Obligations,Program Administration,-10300,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2027,Revenue,Property tax,718700,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2027,Current Obligations,RDA - S&C Electric,-393300,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2028,Current Obligations,Program Administration,-10600,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2028,Revenue,Property tax,774000,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,2028,Current Obligations,RDA - S&C Electric,-810200,06/23/2004,12/31/2028
T-135,Pratt/Ridge Industrial Park Conservation Area,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,2868800,06/23/2004,12/31/2028
T-069,Pulaski Corridor,2021,Current Obligations,"""606"" Bloomingdale Trail - design",76400,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,Acquisition,23700,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,CDOT - Kosciuszko Park/Mozart Park/Ken-Well Park/North Pulaski Library - ADA Polling Place,-126400,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,"CDOT - Streetscape - N Harding, 2400-2500",10000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,Planned Manufacturing District study,800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,Program Administration,-74800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Revenue,Property tax,6935600,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-520200,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,Street construction - Drummond Pl/ Kildare,44000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,Street improvements,85800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,Street improvements - Grand,525000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,TIF Works,222400,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Proposed Projects,ADA Polling Place,-75000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,DPD - TIF Plan Amendment - 12 Year Extension - Pulaski Corridor TIF,-300000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Transfers Between TIF Districts,From Humboldt Park (Invest South West Program),1200000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,IGA - CPS - Marine Leadership at Ames E.S. - 1920 N Hamlin Ave - BAS,-186000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,ISW - Admin,-11700,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,Magid Glove site - acquisition/demolition,-6075000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,Program Administration,-77000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Revenue,Property tax,7310500,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-365500,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Proposed Projects,Proposed ISW Project(s),-4000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Proposed Projects,Proposed school project #1,-2500000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,RDA - Magid Glove site - Development - Phase 1 - Encuentro Square,-3000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,SBIF,-1000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Transfers Between TIF Districts,From Humboldt Park (Invest South West Program),2400000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Current Obligations,Program Administration,-79300,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Revenue,Property tax,7310500,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Proposed Projects,Proposed ISW Project(s),-8000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Proposed Projects,Proposed school project #1,-2500000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Current Obligations,RDA - Magid Glove site - Development - Phase 1 - Encuentro Square,-6000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,"""606"" Bloomingdale Trail - design",-110900,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Acquisition,-23700,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 01,-322400,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - N Harding, 2400-2500",-10000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,18366000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,IGA - CPD - Kosciuszko Park,-1850000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,ISW - Admin,-35600,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1219600,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Magid Glove site - acquisition/demolition,-1511300,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Pedestrial safety improvements - 3832-3932 Diversey,-197800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,SBIF,-1951300,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Street construction - Drummond Pl/ Kildare,-44000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Street improvements,-85800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Street improvements - Grand,-525000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,TIF Works,-378200,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Traffic signal - Pulaski/Dickens,-450000,06/09/1999,12/31/2023
T-172,Randolph/Wells,2021,Current Obligations,Program Administration,-152000,06/09/2010,12/31/2034
T-172,Randolph/Wells,2021,Revenue,Property tax,13271300,06/09/2010,12/31/2034
T-172,Randolph/Wells,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-995300,06/09/2010,12/31/2034
T-172,Randolph/Wells,2021,Fund Balance,Surplus TIF Funds - 2021,-13113400,06/09/2010,12/31/2034
T-172,Randolph/Wells,2022,Current Obligations,"IGA - CTA - ""L"" track/switch upgrade - Lake/Wells - Tower 18",-858000,06/09/2010,12/31/2034
T-172,Randolph/Wells,2022,Current Obligations,Program Administration,-156600,06/09/2010,12/31/2034
T-172,Randolph/Wells,2022,Revenue,Property tax,13811600,06/09/2010,12/31/2034
T-172,Randolph/Wells,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-690600,06/09/2010,12/31/2034
T-172,Randolph/Wells,2022,Current Obligations,RDA - Randolph Tower,647700,06/09/2010,12/31/2034
T-172,Randolph/Wells,2022,Fund Balance,Surplus TIF Funds - 2022,-12058900,06/09/2010,12/31/2034
T-172,Randolph/Wells,2023,Current Obligations,"IGA - CTA - ""L"" track/switch upgrade - Lake/Wells - Tower 18",-858000,06/09/2010,12/31/2034
T-172,Randolph/Wells,2023,Current Obligations,Program Administration,-161300,06/09/2010,12/31/2034
T-172,Randolph/Wells,2023,Revenue,Property tax,13811600,06/09/2010,12/31/2034
T-172,Randolph/Wells,2024,Current Obligations,Program Administration,-166100,06/09/2010,12/31/2034
T-172,Randolph/Wells,2024,Revenue,Property tax,13811600,06/09/2010,12/31/2034
T-172,Randolph/Wells,2025,Current Obligations,Program Administration,-171100,06/09/2010,12/31/2034
T-172,Randolph/Wells,2025,Revenue,Property tax,14368000,06/09/2010,12/31/2034
T-172,Randolph/Wells,2026,Current Obligations,Program Administration,-176200,06/09/2010,12/31/2034
T-172,Randolph/Wells,2026,Revenue,Property tax,14368000,06/09/2010,12/31/2034
T-172,Randolph/Wells,2027,Current Obligations,Program Administration,-181500,06/09/2010,12/31/2034
T-172,Randolph/Wells,2027,Revenue,Property tax,14368000,06/09/2010,12/31/2034
T-172,Randolph/Wells,2028,Current Obligations,Program Administration,-187000,06/09/2010,12/31/2034
T-172,Randolph/Wells,2028,Revenue,Property tax,14941100,06/09/2010,12/31/2034
T-172,Randolph/Wells,2029,Current Obligations,Program Administration,-192600,06/09/2010,12/31/2034
T-172,Randolph/Wells,2029,Revenue,Property tax,14941100,06/09/2010,12/31/2034
T-172,Randolph/Wells,2030,Current Obligations,Program Administration,-198400,06/09/2010,12/31/2034
T-172,Randolph/Wells,2030,Revenue,Property tax,14941100,06/09/2010,12/31/2034
T-172,Randolph/Wells,2031,Current Obligations,Program Administration,-204300,06/09/2010,12/31/2034
T-172,Randolph/Wells,2031,Revenue,Property tax,15531500,06/09/2010,12/31/2034
T-172,Randolph/Wells,2032,Current Obligations,Program Administration,-210400,06/09/2010,12/31/2034
T-172,Randolph/Wells,2032,Revenue,Property tax,15531500,06/09/2010,12/31/2034
T-172,Randolph/Wells,2033,Current Obligations,Program Administration,-216800,06/09/2010,12/31/2034
T-172,Randolph/Wells,2033,Revenue,Property tax,15531500,06/09/2010,12/31/2034
T-172,Randolph/Wells,2034,Current Obligations,Program Administration,-223300,06/09/2010,12/31/2034
T-172,Randolph/Wells,2034,Revenue,Property tax,16139500,06/09/2010,12/31/2034
T-172,Randolph/Wells,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-370000,06/09/2010,12/31/2034
T-172,Randolph/Wells,Fund / Project Balances,Current Obligations,"CDOT - Vaulted Sidewalks - Wells, Lake to Court Place",-2950000,06/09/2010,12/31/2034
T-172,Randolph/Wells,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,13935000,06/09/2010,12/31/2034
T-172,Randolph/Wells,Fund / Project Balances,Current Obligations,RDA - Randolph Tower,-647700,06/09/2010,12/31/2034
T-180,Red Purple Transit,2021,Current Obligations,Program Administration,-601000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2021,Revenue,Property tax,50503400,11/20/2016,12/31/2052
T-180,Red Purple Transit,2021,Transfers Between TIF Districts,To Bryn Mawr/Broadway (Red Purple Modernization Transit TIF),-15289300,11/20/2016,12/31/2052
T-180,Red Purple Transit,2021,Transfers Between TIF Districts,To Devon/Sheridan (Red Purple Modernization Transit TIF),-1979200,11/20/2016,12/31/2052
T-180,Red Purple Transit,2021,Transfers Between TIF Districts,To Hollywood/Sheridan (Red Purple Modernization Transit TIF),-12792600,11/20/2016,12/31/2052
T-180,Red Purple Transit,2021,Transfers Between TIF Districts,To Lawrence/Broadway (Red Purple Modernization Transit TIF),-18358400,11/20/2016,12/31/2052
T-180,Red Purple Transit,2021,Transfers Between TIF Districts,To Wilson Yard (Red Purple Modernization Transit TIF),-6580400,11/20/2016,12/31/2052
T-180,Red Purple Transit,2022,Current Obligations,IGA - CTA - Red Purple Transit - Phase I - PayGo,-48000000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2022,Current Obligations,Program Administration,-619100,11/20/2016,12/31/2052
T-180,Red Purple Transit,2022,Revenue,Property tax,56396700,11/20/2016,12/31/2052
T-180,Red Purple Transit,2022,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-3787800,11/20/2016,12/31/2052
T-180,Red Purple Transit,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-2819800,11/20/2016,12/31/2052
T-180,Red Purple Transit,2023,Current Obligations,IGA - CTA - Red Purple Transit - Phase I - PayGo,-55000000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2023,Current Obligations,Program Administration,-637600,11/20/2016,12/31/2052
T-180,Red Purple Transit,2023,Revenue,Property tax,56396700,11/20/2016,12/31/2052
T-180,Red Purple Transit,2024,Current Obligations,IGA - CTA - Red Purple Transit - Phase I - City Note,-56000000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2024,Current Obligations,Program Administration,-656800,11/20/2016,12/31/2052
T-180,Red Purple Transit,2024,Revenue,Property tax,56396700,11/20/2016,12/31/2052
T-180,Red Purple Transit,2025,Current Obligations,IGA - CTA - Red Purple Transit - Phase I - City Note,-61000000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2025,Current Obligations,Program Administration,-676500,11/20/2016,12/31/2052
T-180,Red Purple Transit,2025,Revenue,Property tax,62466800,11/20/2016,12/31/2052
T-180,Red Purple Transit,2026,Current Obligations,IGA - CTA - Red Purple Transit - Phase I - City Note,-65000000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2026,Current Obligations,Program Administration,-696700,11/20/2016,12/31/2052
T-180,Red Purple Transit,2026,Revenue,Property tax,62466800,11/20/2016,12/31/2052
T-180,Red Purple Transit,2027,Current Obligations,IGA - CTA - Red Purple Transit - Phase I - City Note,-87924600,11/20/2016,12/31/2052
T-180,Red Purple Transit,2027,Current Obligations,Program Administration,-717700,11/20/2016,12/31/2052
T-180,Red Purple Transit,2027,Revenue,Property tax,62466800,11/20/2016,12/31/2052
T-180,Red Purple Transit,2028,Current Obligations,IGA - CTA - Red Purple Transit - Phase I - City Note,-66046100,11/20/2016,12/31/2052
T-180,Red Purple Transit,2028,Current Obligations,Program Administration,-739200,11/20/2016,12/31/2052
T-180,Red Purple Transit,2028,Revenue,Property tax,68719000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2029,Current Obligations,Program Administration,-761400,11/20/2016,12/31/2052
T-180,Red Purple Transit,2029,Revenue,Property tax,68719000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2030,Current Obligations,Program Administration,-784200,11/20/2016,12/31/2052
T-180,Red Purple Transit,2030,Revenue,Property tax,68719000,11/20/2016,12/31/2052
T-180,Red Purple Transit,2031,Current Obligations,Program Administration,-807700,11/20/2016,12/31/2052
T-180,Red Purple Transit,2031,Revenue,Property tax,75158700,11/20/2016,12/31/2052
T-180,Red Purple Transit,2032,Current Obligations,Program Administration,-832000,11/20/2016,12/31/2052
